"Date","HospitalValue","BoardValue","NationalValue",
"31 May 2021","6.000","6.000","16640.000",
"30 Apr 2021","4.000","4.000","13050.000",
"31 Mar 2021","7.000","7.000","11949.000",
"28 Feb 2021","7.000","7.000","11133.000",
"31 Jan 2021","4.000","4.000","11991.000",
"31 Dec 2020","7.000","7.000","12807.000",
"31 Oct 2020","4.000","4.000","11186.000",
"30 Sep 2020","7.000","7.000","9184.000",
"31 Aug 2020","8.000","8.000","8692.000",
"31 Jul 2020","2.000","2.000","5510.000",
"30 Jun 2020","9.000","9.000","4478.000",
"31 May 2020","4.000","4.000","3814.000",
"30 Apr 2020","25.000","25.000","3351.000",
"31 Mar 2020","41.000","41.000","10886.000",
"29 Feb 2020","45.000","45.000","16602.000",
"31 Jan 2020","31.000","31.000","19283.000",
"31 Dec 2019","33.000","33.000","22871.000",
"30 Nov 2019","21.000","21.000","20541.000",
"31 Oct 2019","46.000","46.000","17923.000",
"30 Sep 2019","29.000","29.000","16187.000",
"31 Aug 2019","34.000","34.000","14372.000",
"31 Jul 2019","24.000","24.000","13252.000",
"30 Jun 2019","9.000","9.000","14278.000",
"31 May 2019","18.000","18.000","14011.000",
"30 Apr 2019","28.000","28.000","14643.000",
"31 Mar 2019","20.000","20.000","12538.000",
"28 Feb 2019","37.000","37.000","13886.000",
"31 Jan 2019","26.000","26.000","15613.000",
"31 Dec 2018","16.000","16.000","14409.000",
"30 Nov 2018","19.000","19.000","11827.000",
"31 Oct 2018","27.000","27.000","10743.000",
"30 Sep 2018","20.000","20.000","12789.000",
"31 Aug 2018","13.000","13.000","11615.000",
"31 Jul 2018","33.000","33.000","10178.000",
"30 Jun 2018","28.000","28.000","10550.000",
"31 May 2018","23.000","23.000","10633.000",
"30 Apr 2018","29.000","29.000","13792.000",
"31 Mar 2018","36.000","36.000","16610.000",
"28 Feb 2018","12.000","12.000","11746.000",
"31 Jan 2018","22.000","22.000","16568.000",
"31 Dec 2017","36.000","36.000","21218.000",
"30 Nov 2017","20.000","20.000","8886.000",
"31 Oct 2017","14.000","14.000","7676.000",
"30 Sep 2017","12.000","12.000","9174.000",
"31 Aug 2017","41.000","41.000","7006.000",
"31 Jul 2017","20.000","20.000","5859.000",
"01 Jun 2017","13.000","13.000","6315.000",
"31 May 2017","24.000","24.000","9091.000",
"30 Apr 2017","16.000","16.000","9011.000",
"01 Mar 2017","17.000","17.000","8603.000",
"01 Feb 2017","8.000","8.000","8863.000",
"01 Jan 2017","19.000","19.000","10484.000",
"01 Dec 2016","15.000","15.000","9667.000",
"01 Nov 2016","11.000","11.000","8320.000",
"01 Oct 2016","19.000","19.000","8309.000",
"01 Sep 2016","32.000","32.000","7262.000",
"01 Aug 2016","26.000","26.000","7499.000",
"01 Jul 2016","29.000","29.000","5754.000",
"01 Jun 2016","39.000","39.000","6001.000",
"01 May 2016","27.000","27.000","8205.000",
"01 Apr 2016","47.000","47.000","6476.000",
"01 Mar 2016","21.000","21.000","10039.000",
"01 Feb 2016","39.000","39.000","9015.000",
"01 Jan 2016","26.000","26.000","10620.000",
"01 Dec 2015","32.000","32.000","6351.000",
"01 Nov 2015","6.000","6.000","6515.000",
"01 Oct 2015","11.000","11.000","7105.000",
"01 Sep 2015","13.000","13.000","6283.000",
"01 Aug 2015","42.000","42.000","6786.000",
"01 Jul 2015","26.000","26.000","5491.000",
"01 Jun 2015","26.000","26.000","7639.000",
"01 May 2015","12.000","12.000","8993.000",
"01 Apr 2015","18.000","18.000","9671.000",
"31 Mar 2015","18.000","18.000","10770.000",
"28 Feb 2015","13.000","13.000","14619.000",
"31 Jan 2015","15.000","15.000","16628.000",
"31 Dec 2014","11.000","11.000","13079.000",
"30 Nov 2014","17.000","17.000","10746.000",
"31 Oct 2014","32.000","32.000","10914.000",
"30 Sep 2014","28.000","28.000","9271.000",
"31 Aug 2014","24.000","24.000","9710.000",
"31 Jul 2014","23.000","23.000","7856.000",
"30 Jun 2014","26.000","26.000","8697.000",
"31 May 2014","27.000","27.000","10649.000",
"30 Apr 2014","23.000","23.000","9653.000",
"31 Mar 2014","9.000","9.000","9438.000",
"28 Feb 2014","20.000","20.000","10007.000",
"31 Jan 2014","15.000","15.000","10031.000",
