"Date","HospitalValue","BoardValue","NationalValue",
"20 Jun 2021","N/A","N/A","582.000",
"13 Jun 2021","N/A","N/A","556.000",
"06 Jun 2021","N/A","N/A","480.000",
"30 May 2021","N/A","N/A","421.000",
"23 May 2021","N/A","N/A","415.000",
"16 May 2021","N/A","N/A","443.000",
"09 May 2021","N/A","N/A","250.000",
"02 May 2021","N/A","N/A","272.000",
"25 Apr 2021","N/A","N/A","246.000",
"18 Apr 2021","N/A","N/A","218.000",
"11 Apr 2021","N/A","N/A","329.000",
"04 Apr 2021","N/A","N/A","339.000",
"28 Mar 2021","N/A","N/A","298.000",
"21 Mar 2021","N/A","N/A","351.000",
"14 Mar 2021","N/A","N/A","272.000",
"07 Mar 2021","N/A","N/A","250.000",
"28 Feb 2021","N/A","N/A","433.000",
"21 Feb 2021","N/A","N/A","467.000",
"14 Feb 2021","N/A","N/A","329.000",
"07 Feb 2021","N/A","N/A","524.000",
"31 Jan 2021","N/A","N/A","360.000",
"24 Jan 2021","N/A","N/A","380.000",
"17 Jan 2021","N/A","N/A","428.000",
"10 Jan 2021","N/A","N/A","622.000",
"03 Jan 2021","N/A","N/A","492.000",
"27 Dec 2020","N/A","N/A","251.000",
"20 Dec 2020","N/A","N/A","710.000",
"13 Dec 2020","N/A","N/A","642.000",
"06 Dec 2020","N/A","N/A","317.000",
"29 Nov 2020","N/A","N/A","232.000",
"22 Nov 2020","N/A","N/A","374.000",
"15 Nov 2020","N/A","N/A","307.000",
"08 Nov 2020","N/A","N/A","455.000",
"01 Nov 2020","N/A","N/A","455.000",
"25 Oct 2020","N/A","N/A","354.000",
"18 Oct 2020","N/A","N/A","174.000",
"11 Oct 2020","N/A","N/A","332.000",
"04 Oct 2020","N/A","N/A","155.000",
"27 Sep 2020","N/A","N/A","182.000",
"20 Sep 2020","N/A","N/A","232.000",
"13 Sep 2020","N/A","N/A","174.000",
"06 Sep 2020","N/A","N/A","127.000",
"30 Aug 2020","N/A","N/A","92.000",
"23 Aug 2020","N/A","N/A","147.000",
"16 Aug 2020","N/A","N/A","156.000",
"09 Aug 2020","N/A","N/A","98.000",
"02 Aug 2020","N/A","N/A","111.000",
"26 Jul 2020","N/A","N/A","63.000",
"19 Jul 2020","N/A","N/A","68.000",
"12 Jul 2020","N/A","N/A","54.000",
"05 Jul 2020","N/A","N/A","32.000",
"28 Jun 2020","N/A","N/A","54.000",
"21 Jun 2020","N/A","N/A","50.000",
"14 Jun 2020","N/A","N/A","53.000",
"07 Jun 2020","N/A","N/A","67.000",
"31 May 2020","N/A","N/A","54.000",
"24 May 2020","N/A","N/A","40.000",
"17 May 2020","N/A","N/A","26.000",
"10 May 2020","N/A","N/A","32.000",
"03 May 2020","N/A","N/A","33.000",
"26 Apr 2020","N/A","N/A","34.000",
"19 Apr 2020","N/A","N/A","22.000",
"12 Apr 2020","N/A","N/A","48.000",
"05 Apr 2020","N/A","N/A","69.000",
"29 Mar 2020","N/A","N/A","62.000",
"22 Mar 2020","N/A","N/A","90.000",
"15 Mar 2020","N/A","N/A","395.000",
"08 Mar 2020","N/A","N/A","816.000",
"01 Mar 2020","N/A","N/A","658.000",
"23 Feb 2020","N/A","N/A","937.000",
"16 Feb 2020","N/A","N/A","610.000",
"09 Feb 2020","N/A","N/A","573.000",
"02 Feb 2020","N/A","N/A","808.000",
"26 Jan 2020","N/A","N/A","503.000",
"19 Jan 2020","N/A","N/A","565.000",
"12 Jan 2020","N/A","N/A","1056.000",
"05 Jan 2020","N/A","N/A","719.000",
"29 Dec 2019","N/A","N/A","368.000",
"22 Dec 2019","N/A","N/A","1022.000",
"15 Dec 2019","N/A","N/A","1130.000",
"08 Dec 2019","N/A","N/A","831.000",
"01 Dec 2019","N/A","N/A","985.000",
"24 Nov 2019","N/A","N/A","581.000",
"17 Nov 2019","N/A","N/A","583.000",
"10 Nov 2019","N/A","N/A","802.000",
"03 Nov 2019","N/A","N/A","488.000",
"27 Oct 2019","N/A","N/A","549.000",
"20 Oct 2019","N/A","N/A","531.000",
"13 Oct 2019","N/A","N/A","585.000",
"06 Oct 2019","N/A","N/A","482.000",
"29 Sep 2019","N/A","N/A","504.000",
"22 Sep 2019","N/A","N/A","303.000",
"15 Sep 2019","N/A","N/A","326.000",
"01 Sep 2019","N/A","N/A","354.000",
"25 Aug 2019","N/A","N/A","374.000",
"18 Aug 2019","N/A","N/A","222.000",
"11 Aug 2019","N/A","N/A","357.000",
"04 Aug 2019","N/A","N/A","287.000",
"28 Jul 2019","N/A","N/A","322.000",
"21 Jul 2019","N/A","N/A","197.000",
"14 Jul 2019","N/A","N/A","211.000",
"07 Jul 2019","N/A","N/A","234.000",
"30 Jun 2019","N/A","N/A","295.000",
"23 Jun 2019","N/A","N/A","294.000",
"16 Jun 2019","N/A","N/A","235.000",
"09 Jun 2019","N/A","N/A","361.000",
