"Date","HospitalValue","BoardValue","NationalValue",
"20 Jun 2021","N/A","0.715","0.825",
"13 Jun 2021","N/A","0.734","0.841",
"06 Jun 2021","N/A","0.747","0.838",
"30 May 2021","N/A","0.790","0.857",
"23 May 2021","N/A","0.854","0.866",
"16 May 2021","N/A","0.666","0.848",
"09 May 2021","N/A","0.808","0.874",
"02 May 2021","N/A","0.858","0.880",
"25 Apr 2021","N/A","0.823","0.886",
"18 Apr 2021","N/A","0.781","0.880",
"11 Apr 2021","N/A","0.802","0.864",
"04 Apr 2021","N/A","0.767","0.862",
"28 Mar 2021","N/A","0.860","0.882",
"21 Mar 2021","N/A","0.815","0.869",
"14 Mar 2021","N/A","0.919","0.880",
"07 Mar 2021","N/A","0.848","0.881",
"28 Feb 2021","N/A","0.806","0.850",
"21 Feb 2021","N/A","0.688","0.837",
"14 Feb 2021","N/A","0.875","0.868",
"07 Feb 2021","N/A","0.907","0.842",
"31 Jan 2021","N/A","0.881","0.856",
"24 Jan 2021","N/A","0.849","0.856",
"17 Jan 2021","N/A","0.864","0.852",
"10 Jan 2021","N/A","0.852","0.826",
"03 Jan 2021","N/A","0.908","0.849",
"27 Dec 2020","N/A","0.927","0.873",
"20 Dec 2020","N/A","0.844","0.824",
"13 Dec 2020","N/A","0.884","0.836",
"06 Dec 2020","N/A","0.918","0.879",
"29 Nov 2020","N/A","0.927","0.899",
"22 Nov 2020","N/A","0.948","0.890",
"15 Nov 2020","N/A","0.953","0.882",
"08 Nov 2020","N/A","0.850","0.868",
"01 Nov 2020","N/A","0.907","0.863",
"25 Oct 2020","N/A","0.944","0.873",
"18 Oct 2020","N/A","0.895","0.901",
"11 Oct 2020","N/A","0.913","0.880",
"04 Oct 2020","N/A","0.925","0.916",
"27 Sep 2020","N/A","0.892","0.921",
"20 Sep 2020","N/A","0.840","0.905",
"13 Sep 2020","N/A","0.780","0.904",
"06 Sep 2020","N/A","0.887","0.907",
"30 Aug 2020","N/A","0.935","0.924",
"23 Aug 2020","N/A","0.918","0.918",
"16 Aug 2020","N/A","0.897","0.914",
"09 Aug 2020","N/A","0.875","0.929",
"02 Aug 2020","N/A","0.904","0.933",
"26 Jul 2020","N/A","0.923","0.940",
"19 Jul 2020","N/A","0.950","0.945",
"12 Jul 2020","N/A","0.934","0.950",
"05 Jul 2020","N/A","0.955","0.956",
"28 Jun 2020","N/A","0.966","0.955",
