"Date","BoardValue","NationalValue",
"29 Apr 2021","279.000","1084.000",
"25 Mar 2021","274.000","1077.000",
"25 Feb 2021","246.000","968.000",
"28 Jan 2021","218.000","976.000",
"31 Dec 2020","229.000","1021.000",
"26 Nov 2020","234.000","1024.000",
"29 Oct 2020","217.000","994.000",
"24 Sep 2020","222.000","1110.000",
"27 Aug 2020","237.000","1067.000",
"30 Jul 2020","230.000","961.000",
"25 Jun 2020","219.000","808.000",
"28 May 2020","183.000","711.000",
"30 Apr 2020","157.000","604.000",
"26 Mar 2020","232.000","1171.000",
"27 Feb 2020","288.000","1627.000",
"30 Jan 2020","300.000","1640.000",
"26 Dec 2019","224.000","1379.000",
"28 Nov 2019","245.000","1485.000",
"31 Oct 2019","231.000","1525.000",
"26 Sep 2019","232.000","1497.000",
"29 Aug 2019","216.000","1469.000",
"27 Jun 2019","211.000","1442.000",
"30 May 2019","211.000","1451.000",
"25 Apr 2019","194.000","1365.000",
"28 Mar 2019","176.000","1364.000",
"28 Feb 2019","213.000","1419.000",
"31 Jan 2019","226.000","1474.000",
"27 Dec 2018","147.000","1236.000",
"29 Nov 2018","177.000","1413.000",
"25 Oct 2018","213.000","1542.000",
"27 Sep 2018","192.000","1529.000",
"30 Aug 2018","184.000","1458.000",
"26 Jul 2018","183.000","1420.000",
"28 Jun 2018","197.000","1436.000",
"31 May 2018","202.000","1390.000",
"26 Apr 2018","204.000","1380.000",
"29 Mar 2018","167.000","1370.000",
"22 Feb 2018","144.000","1297.000",
"25 Jan 2018","154.000","1360.000",
"28 Dec 2017","121.000","1208.000",
"30 Nov 2017","176.000","1434.000",
"26 Oct 2017","144.000","1429.000",
"30 Sep 2017","156.000","1397.000",
"31 Aug 2017","152.000","1370.000",
"27 Jul 2017","134.000","1293.000",
"29 Jun 2017","140.000","1300.000",
"25 May 2017","133.000","1286.000",
"27 Apr 2017","151.000","1377.000",
"30 Mar 2017","169.000","1339.000",
"23 Feb 2017","184.000","1439.000",
"26 Jan 2017","194.000","1482.000",
"29 Dec 2016","146.000","1333.000",
"24 Nov 2016","173.000","1509.000",
"27 Oct 2016","186.000","1576.000",
"29 Sep 2016","167.000","1524.000",
"25 Aug 2016","155.000","1472.000",
"28 Jul 2016","139.000","1396.000",
"15 Jun 2016","153.000","1338.000",
"15 May 2016","144.000","1303.000",
"15 Apr 2016","168.000","1294.000",
"15 Mar 2016","172.000","1347.000",
"15 Feb 2016","131.000","1334.000",
"15 Jan 2016","134.000","1349.000",
"15 Dec 2015","141.000","1432.000",
"15 Nov 2015","127.000","1496.000",
"15 Oct 2015","145.000","1445.000",
