"Date","BoardValue","NationalValue",
"31 Mar 2021","2719.600","152395.900",
"31 Dec 2020","2638.300","148636.700",
"30 Sep 2020","2628.700","146630.900",
"30 Jun 2020","N/A","N/A",
"31 Mar 2020","2629.500","143440.600",
"31 Dec 2019","2625.100","142471.400",
"30 Sep 2019","2662.500","141425.200",
"31 Mar 2019","2663.800","140881.230",
"31 Dec 2018","2645.000","140710.000",
"30 Sep 2018","2616.000","139765.000",
"30 Jun 2018","2594.490","139095.160",
"31 Mar 2018","2599.600","139918.400",
"31 Dec 2017","2617.900","140261.900",
"30 Sep 2017","2592.072","139492.096",
"30 Jun 2017","2554.500","138931.400",
"31 Mar 2017","2576.240","139430.870",
"31 Dec 2016","2588.300","139262.000",
"30 Sep 2016","2602.400","138651.200",
"30 Jun 2016","2610.151","138125.440",
"31 Mar 2016","2601.200","138458.200",
"31 Dec 2015","2556.400","138310.000",
"30 Sep 2015","2537.300","137727.900",
"30 Jun 2015","2530.400","137420.700",
"31 Mar 2015","2539.900","137603.500",
"31 Dec 2014","2539.200","137511.900",
"30 Sep 2014","2517.600","136684.700",
"30 Jun 2014","2529.200","135880.700",
"31 Mar 2014","2563.700","135625.700",
