"Date","BoardValue","NationalValue",
"01 Apr 2021","2020.000","32600.000",
"01 Mar 2021","1857.000","33840.000",
"01 Feb 2021","2125.000","30450.000",
"01 Jan 2021","2647.000","35173.000",
"01 Dec 2020","2634.000","33343.000",
"01 Nov 2020","2537.000","33463.000",
"01 Oct 2020","2560.000","33256.000",
"01 Sep 2020","2289.000","32959.000",
"01 Aug 2020","2214.000","32318.000",
"01 Jul 2020","1753.000","28377.000",
"01 Jun 2020","1571.000","23729.000",
"01 May 2020","1345.000","21225.000",
"01 Apr 2020","1169.000","20293.000",
"01 Mar 2020","2562.000","45009.000",
"01 Feb 2020","2389.000","46875.000",
"01 Jan 2020","2475.000","47529.000",
"01 Dec 2019","3042.000","45404.000",
"01 Nov 2019","2838.000","44915.000",
"01 Oct 2019","3132.000","46240.000",
"01 Sep 2019","2662.000","45632.000",
"01 Aug 2019","2770.000","46897.000",
"01 Jun 2019","2819.000","42252.000",
"01 May 2019","2671.000","45061.000",
"01 Apr 2019","2578.000","40994.000",
"01 Mar 2019","2629.000","43419.000",
"01 Feb 2019","2403.000","40813.000",
"01 Jan 2019","2917.000","43863.000",
"01 Dec 2018","2738.000","42732.000",
"01 Nov 2018","2595.000","43918.000",
"01 Oct 2018","2851.000","47302.000",
"01 Sep 2018","2768.000","45470.000",
"01 Aug 2018","2743.000","43672.000",
"01 Jul 2018","2731.000","43511.000",
"01 Jun 2018","2824.000","42375.000",
"01 May 2018","2391.000","43244.000",
"01 Apr 2018","2584.000","41453.000",
"01 Mar 2018","2380.000","42628.000",
"01 Feb 2018","2102.000","38394.000",
"01 Jan 2018","2114.000","40152.000",
"01 Dec 2017","2135.000","41898.000",
"01 Nov 2017","2108.000","42320.000",
"01 Oct 2017","2219.000","44494.000",
"01 Sep 2017","2499.000","42110.000",
"01 Aug 2017","2677.000","41632.000",
"01 Jul 2017","2306.000","40667.000",
"01 Jun 2017","2067.000","39252.000",
"01 May 2017","1795.000","39651.000",
"01 Apr 2017","1818.000","40925.000",
"01 Mar 2017","2235.000","41493.000",
"01 Feb 2017","2628.000","40246.000",
"01 Jan 2017","2492.000","44222.000",
"01 Dec 2016","2610.000","45067.000",
"01 Nov 2016","2828.000","45639.000",
"01 Oct 2016","2905.000","48104.000",
"01 Sep 2016","2965.000","45074.000",
"01 Aug 2016","2985.000","45551.000",
"01 Jul 2016","2472.000","43919.000",
