"Date","BoardValue","NationalValue",
"01 Apr 2021","2919.000","32600.000",
"01 Mar 2021","3178.000","33840.000",
"01 Feb 2021","2875.000","30450.000",
"01 Jan 2021","3949.000","35173.000",
"01 Dec 2020","3758.000","33343.000",
"01 Nov 2020","4385.000","33463.000",
"01 Oct 2020","4442.000","33256.000",
"01 Sep 2020","4657.000","32959.000",
"01 Aug 2020","4939.000","32318.000",
"01 Jul 2020","4388.000","28377.000",
"01 Jun 2020","3958.000","23729.000",
"01 May 2020","3682.000","21225.000",
"01 Apr 2020","2532.000","20293.000",
"01 Mar 2020","6749.000","45009.000",
"01 Feb 2020","6811.000","46875.000",
"01 Jan 2020","6452.000","47529.000",
"01 Dec 2019","7107.000","45404.000",
"01 Nov 2019","6297.000","44915.000",
"01 Oct 2019","6804.000","46240.000",
"01 Sep 2019","7547.000","45632.000",
"01 Aug 2019","7145.000","46897.000",
"01 Jun 2019","6439.000","42252.000",
"01 May 2019","6437.000","45061.000",
"01 Apr 2019","5901.000","40994.000",
"01 Mar 2019","5990.000","43419.000",
"01 Feb 2019","5467.000","40813.000",
"01 Jan 2019","5748.000","43863.000",
"01 Dec 2018","5709.000","42732.000",
"01 Nov 2018","5755.000","43918.000",
"01 Oct 2018","6175.000","47302.000",
"01 Sep 2018","5720.000","45470.000",
"01 Aug 2018","5127.000","43672.000",
"01 Jul 2018","5571.000","43511.000",
"01 Jun 2018","5551.000","42375.000",
"01 May 2018","4720.000","43244.000",
"01 Apr 2018","4769.000","41453.000",
"01 Mar 2018","4918.000","42628.000",
"01 Feb 2018","4932.000","38394.000",
"01 Jan 2018","4974.000","40152.000",
"01 Dec 2017","5917.000","41898.000",
"01 Nov 2017","6661.000","42320.000",
"01 Oct 2017","7278.000","44494.000",
"01 Sep 2017","6418.000","42110.000",
"01 Aug 2017","6418.000","41632.000",
"01 Jul 2017","6427.000","40667.000",
"01 Jun 2017","5868.000","39252.000",
"01 May 2017","6196.000","39651.000",
"01 Apr 2017","6278.000","40925.000",
"01 Mar 2017","6323.000","41493.000",
"01 Feb 2017","5928.000","40246.000",
"01 Jan 2017","5835.000","44222.000",
"01 Dec 2016","6286.000","45067.000",
"01 Nov 2016","5890.000","45639.000",
"01 Oct 2016","6378.000","48104.000",
"01 Sep 2016","5706.000","45074.000",
"01 Aug 2016","5945.000","45551.000",
"01 Jul 2016","6389.000","43919.000",
