"Date","BoardValue","NationalValue",
"01 Apr 2021","966.000","32600.000",
"01 Mar 2021","876.000","33840.000",
"01 Feb 2021","733.000","30450.000",
"01 Jan 2021","983.000","35173.000",
"01 Dec 2020","1083.000","33343.000",
"01 Nov 2020","1074.000","33463.000",
"01 Oct 2020","1089.000","33256.000",
"01 Sep 2020","889.000","32959.000",
"01 Aug 2020","799.000","32318.000",
"01 Jul 2020","682.000","28377.000",
"01 Jun 2020","458.000","23729.000",
"01 May 2020","231.000","21225.000",
"01 Apr 2020","264.000","20293.000",
"01 Mar 2020","1351.000","45009.000",
"01 Feb 2020","1290.000","46875.000",
"01 Jan 2020","1559.000","47529.000",
"01 Dec 2019","1514.000","45404.000",
"01 Nov 2019","1801.000","44915.000",
"01 Oct 2019","2080.000","46240.000",
"01 Sep 2019","1712.000","45632.000",
"01 Aug 2019","1808.000","46897.000",
"01 Jun 2019","1660.000","42252.000",
"01 May 2019","1716.000","45061.000",
"01 Apr 2019","1407.000","40994.000",
"01 Mar 2019","1648.000","43419.000",
"01 Feb 2019","1537.000","40813.000",
"01 Jan 2019","1498.000","43863.000",
"01 Dec 2018","1598.000","42732.000",
"01 Nov 2018","1283.000","43918.000",
"01 Oct 2018","1565.000","47302.000",
"01 Sep 2018","1216.000","45470.000",
"01 Aug 2018","1288.000","43672.000",
"01 Jul 2018","1218.000","43511.000",
"01 Jun 2018","959.000","42375.000",
"01 May 2018","823.000","43244.000",
"01 Apr 2018","940.000","41453.000",
"01 Mar 2018","1176.000","42628.000",
"01 Feb 2018","871.000","38394.000",
"01 Jan 2018","1093.000","40152.000",
"01 Dec 2017","1143.000","41898.000",
"01 Nov 2017","1018.000","42320.000",
"01 Oct 2017","1040.000","44494.000",
"01 Sep 2017","995.000","42110.000",
"01 Aug 2017","1079.000","41632.000",
"01 Jul 2017","1060.000","40667.000",
"01 Jun 2017","721.000","39252.000",
"01 May 2017","895.000","39651.000",
"01 Apr 2017","1008.000","40925.000",
"01 Mar 2017","702.000","41493.000",
"01 Feb 2017","760.000","40246.000",
"01 Jan 2017","1139.000","44222.000",
"01 Dec 2016","1407.000","45067.000",
"01 Nov 2016","1197.000","45639.000",
"01 Oct 2016","1270.000","48104.000",
"01 Sep 2016","935.000","45074.000",
"01 Aug 2016","929.000","45551.000",
"01 Jul 2016","1065.000","43919.000",
